Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Pt_Chr0704081	superfamily	227881	4	678	4.13735e-54	199.568	cl35025	COG5594 superfamily	 - 	 - 
Pt_Chr0704084	superfamily	477761	86	517	0	564.152	cl41757	cytochrome_P450 superfamily	 - 	 - 
Pt_Chr0704087	specific	215033	5	266	0	551.66	PLN00025	PLN00025	 - 	cl02879
Pt_Chr0704088	superfamily	367291	239	355	4.17308e-10	57.8342	cl03830	Transposase_24 superfamily	 - 	 - 
Pt_Chr0704089	specific	215033	31	282	0	540.489	PLN00025	PLN00025	 - 	cl02879
Pt_Chr0704090	superfamily	477761	82	499	0	574.553	cl41757	cytochrome_P450 superfamily	 - 	 - 
Pt_Chr0704091	superfamily	477360	101	155	2.52543e-25	94.0135	cl40454	CYCLIN_SF superfamily	C	 - 
Pt_Chr0704091	superfamily	215533	36	90	0.00641879	35.5853	cl33616	PLN02983 superfamily	NC	 - 
Pt_Chr0704094	superfamily	223021	7	132	0.00161053	39.1513	cl33720	PHA03247 superfamily	N	 - 
Pt_Chr0704097	superfamily	215599	1	331	1.21299e-126	394.983	cl33646	PLN03140 superfamily	N	 - 
Pt_Chr0704099	specific	459757	28	225	1.00851e-95	278.303	pfam00314	Thaumatin	 - 	cl47527
Pt_Chr0704100	superfamily	444915	34	431	6.51672e-43	155.927	cl00456	SLC5-6-like_sbd superfamily	 - 	 - 
Pt_Chr0704105	superfamily	477360	83	181	2.91371e-30	110.87	cl40454	CYCLIN_SF superfamily	 - 	 - 
Pt_Chr0704105	specific	410247	186	282	1.08542e-09	54.6253	cd20544	CYCLIN_AtCycD-like_rpt2	 - 	cl40454
Pt_Chr0704106	superfamily	273668	107	974	0	1030.5	cl36924	ATPase-IIB_Ca superfamily	 - 	 - 
Pt_Chr0704106	specific	432606	5	50	1.09322e-19	83.1023	pfam12515	CaATP_NAI	 - 	cl13895
Pt_Chr0704107	specific	276964	2	572	5.73979e-163	475.655	cd06060	misato	 - 	cl10017
Pt_Chr0704108	specific	130620	239	295	3.71602e-25	96.7041	TIGR01557	myb_SHAQKYF	 - 	cl21498
Pt_Chr0704110	specific	462458	76	115	5.88965e-09	49.6375	pfam08387	FBD	 - 	cl26765
Pt_Chr0704112	specific	438931	35	70	1.10706e-11	57.6855	cd22160	F-box_AtFBL13-like	 - 	cl45894
Pt_Chr0704113	superfamily	459239	35	64	1.82829e-07	42.2775	cl45894	F-box_SF superfamily	 - 	 - 
Pt_Chr0704114	specific	438931	30	65	1.72242e-11	58.4559	cd22160	F-box_AtFBL13-like	 - 	cl45894
Pt_Chr0704114	specific	462458	353	397	2.78396e-08	49.6375	pfam08387	FBD	 - 	cl26765
Pt_Chr0704115	superfamily	480736	22	63	6.91352e-05	38.9235	cl46396	zf-GRF superfamily	 - 	 - 
Pt_Chr0704117	superfamily	178645	51	508	5.86016e-93	304.995	cl31971	FHY3 superfamily	N	 - 
Pt_Chr0704117	superfamily	173561	571	616	0.0022803	39.0197	cl31762	PTZ00368 superfamily	N	 - 
Pt_Chr0704119	specific	215091	3	393	0	750.367	PLN00179	PLN00179	 - 	cl00264
Pt_Chr0704121	superfamily	463065	166	208	0.00542695	34.7888	cl11048	DUF2439 superfamily	N	 - 
Pt_Chr0704122	specific	462458	337	371	1.80273e-06	45.0151	pfam08387	FBD	N	cl26765
Pt_Chr0704122	superfamily	459239	432	458	5.82724e-06	43.4331	cl45894	F-box_SF superfamily	C	 - 
Pt_Chr0704122	specific	462458	699	734	8.01319e-06	43.4743	pfam08387	FBD	 - 	cl26765
Pt_Chr0704127	specific	462458	302	346	2.36731e-09	52.3339	pfam08387	FBD	 - 	cl26765
Pt_Chr0704128	superfamily	461122	4	33	8.74497e-08	46.8453	cl47857	Utp11 superfamily	C	 - 
Pt_Chr0704130	specific	438931	37	72	5.54444e-11	56.9151	cd22160	F-box_AtFBL13-like	 - 	cl45894
Pt_Chr0704131	specific	176875	111	264	9.22226e-52	165.867	cd08866	SRPBCC_11	 - 	cl14643
Pt_Chr0704132	superfamily	459239	2	34	1.50542e-08	49.9815	cl45894	F-box_SF superfamily	 - 	 - 
Pt_Chr0704132	specific	462458	338	376	2.34633e-07	46.9411	pfam08387	FBD	 - 	cl26765
Pt_Chr0704133	specific	381460	212	274	3.66518e-37	126.352	cd11454	bHLH_AtIND_like	 - 	cl00081
Pt_Chr0704133	superfamily	215641	129	257	0.00404978	38.6899	cl33668	PLN03237 superfamily	N	 - 
Pt_Chr0704134	specific	177930	46	227	1.28768e-119	337.801	PLN02293	PLN02293	 - 	cl00309
Pt_Chr0704135	superfamily	473979	272	615	3.27563e-163	507.816	cl22853	Motor_domain superfamily	 - 	 - 
Pt_Chr0704135	superfamily	215621	689	830	4.71515e-22	105.402	cl33656	PLN03188 superfamily	NC	 - 
Pt_Chr0704135	superfamily	274008	2375	3036	2.00041e-16	86.649	cl37069	SMC_prok_B superfamily	C	 - 
Pt_Chr0704135	superfamily	440809	979	1561	1.85334e-15	83.4475	cl34174	Smc superfamily	NC	 - 
Pt_Chr0704135	superfamily	274008	1987	2694	3.61744e-12	72.7818	cl37069	SMC_prok_B superfamily	N	 - 
Pt_Chr0704135	superfamily	114219	1448	1877	3.78644e-07	55.8833	cl30946	SCP-1 superfamily	NC	 - 
Pt_Chr0704135	superfamily	223065	70	259	3.36841e-05	49.6804	cl33729	PHA03378 superfamily	N	 - 
Pt_Chr0704137	superfamily	178754	1	116	1.92434e-06	49.9488	cl31986	PLN03215 superfamily	C	 - 
Pt_Chr0704137	superfamily	178754	376	458	0.000527484	42.2448	cl31986	PLN03215 superfamily	C	 - 
Pt_Chr0704139	specific	438931	37	72	3.95462e-10	54.6039	cd22160	F-box_AtFBL13-like	 - 	cl45894
Pt_Chr0704140	specific	381460	212	274	3.66518e-37	126.352	cd11454	bHLH_AtIND_like	 - 	cl00081
Pt_Chr0704140	superfamily	215641	129	257	0.00404978	38.6899	cl33668	PLN03237 superfamily	N	 - 
Pt_Chr0704141	specific	177930	45	226	7.47696e-120	338.572	PLN02293	PLN02293	 - 	cl00309
Pt_Chr0704142	superfamily	473979	259	602	3.12221e-163	508.202	cl22853	Motor_domain superfamily	 - 	 - 
Pt_Chr0704142	superfamily	215621	676	817	4.87497e-22	105.402	cl33656	PLN03188 superfamily	NC	 - 
Pt_Chr0704142	superfamily	440809	2362	2953	1.73198e-15	83.4475	cl34174	Smc superfamily	NC	 - 
Pt_Chr0704142	superfamily	440809	966	1548	1.82218e-15	83.4475	cl34174	Smc superfamily	NC	 - 
Pt_Chr0704142	superfamily	274008	1974	2701	1.97121e-12	73.5522	cl37069	SMC_prok_B superfamily	N	 - 
Pt_Chr0704142	superfamily	114219	1435	1864	3.75591e-07	55.8833	cl30946	SCP-1 superfamily	NC	 - 
Pt_Chr0704142	superfamily	223065	98	246	2.72888e-05	50.0656	cl33729	PHA03378 superfamily	N	 - 
Pt_Chr0704145	superfamily	273726	87	274	1.87304e-15	74.7032	cl44343	F_box_assoc_1 superfamily	 - 	 - 
Pt_Chr0704148	superfamily	453885	155	256	1.00613e-33	120.126	cl38908	BTB_POZ superfamily	 - 	 - 
Pt_Chr0704148	superfamily	475122	260	320	3.20146e-17	74.6889	cl28903	BACK superfamily	 - 	 - 
Pt_Chr0704150	specific	176255	6	342	0	576.578	cd08295	double_bond_reductase_like	 - 	cl16912
Pt_Chr0704151	superfamily	469621	14	74	4.57966e-09	50.4027	cl00120	PP2Cc superfamily	C	 - 
Pt_Chr0704154	specific	197383	371	490	1.96312e-12	63.1157	cd10017	B3_DNA	 - 	cl15242
Pt_Chr0704154	specific	197383	2	67	8.13803e-12	61.5749	cd10017	B3_DNA	N	cl15242
Pt_Chr0704154	superfamily	449517	278	315	3.52366e-06	45.4414	cl15242	BfiI_C_EcoRII_N_B3 superfamily	N	 - 
Pt_Chr0704155	superfamily	215384	123	374	1.1297e-20	98.0163	cl33555	PLN02724 superfamily	C	 - 
Pt_Chr0704155	superfamily	215384	731	885	0.000714826	43.318	cl33555	PLN02724 superfamily	NC	 - 
Pt_Chr0704159	specific	438618	219	373	4.88188e-83	249.569	cd22797	OTU_plant_OTU5-like	 - 	cl45892
Pt_Chr0704161	superfamily	473979	168	441	9.23497e-109	349.499	cl22853	Motor_domain superfamily	 - 	 - 
Pt_Chr0704161	superfamily	274008	1070	1378	1.29019e-10	66.6186	cl37069	SMC_prok_B superfamily	N	 - 
Pt_Chr0704161	superfamily	464943	759	1324	5.10121e-08	58.2059	cl37899	CCDC158 superfamily	NC	 - 
Pt_Chr0704161	superfamily	464943	401	890	1.36126e-05	50.1167	cl37899	CCDC158 superfamily	C	 - 
Pt_Chr0704164	specific	197383	539	628	1.41067e-22	92.776	cd10017	B3_DNA	 - 	cl15242
Pt_Chr0704164	specific	197383	392	483	2.79579e-20	86.2276	cd10017	B3_DNA	 - 	cl15242
Pt_Chr0704164	specific	197383	240	327	1.0216e-15	73.1309	cd10017	B3_DNA	 - 	cl15242
Pt_Chr0704164	superfamily	223021	2	144	1.32626e-09	62.2633	cl33720	PHA03247 superfamily	N	 - 
Pt_Chr0704165	specific	197383	217	329	2.77522e-09	53.8709	cd10017	B3_DNA	 - 	cl15242
Pt_Chr0704165	superfamily	449517	29	97	0.000119774	40.3889	cl15242	BfiI_C_EcoRII_N_B3 superfamily	 - 	 - 
Pt_Chr0704167	specific	130620	79	128	3.98498e-18	76.6737	TIGR01557	myb_SHAQKYF	 - 	cl21498
Pt_Chr0704170	superfamily	476819	463	852	4.5059e-59	204.297	cl38936	P-loop_NTPase superfamily	 - 	 - 
Pt_Chr0704171	superfamily	395745	176	422	1.40462e-37	141.363	cl26397	NB-ARC superfamily	 - 	 - 
Pt_Chr0704171	specific	443914	575	713	8.86011e-16	80.7481	COG4886	LRR	NC	cl34836
Pt_Chr0704171	specific	436239	20	107	3.27641e-12	63.059	pfam18052	Rx_N	 - 	cl36576
Pt_Chr0704174	superfamily	273726	89	307	5.13882e-19	84.7184	cl44343	F_box_assoc_1 superfamily	 - 	 - 
Pt_Chr0704174	specific	197608	12	46	5.80423e-08	48.2018	smart00256	FBOX	 - 	cl46852
Pt_Chr0704175	superfamily	464086	400	505	0.000451195	41.0956	cl16623	DUF4283 superfamily	N	 - 
Pt_Chr0704175	superfamily	227414	301	334	0.00318838	39.4488	cl34894	AIR1 superfamily	NC	 - 
Pt_Chr0704179	superfamily	274008	89	284	0.000328533	42.7363	cl37069	SMC_prok_B superfamily	NC	 - 
Pt_Chr0704181	superfamily	459815	76	378	7.89778e-103	309.937	cl47550	Peptidase_S10 superfamily	C	 - 
Pt_Chr0704182	specific	238096	262	302	2.68421e-05	41.407	cd00167	SANT	 - 	cl21498
Pt_Chr0704183	superfamily	461974	93	347	2.40458e-15	77.3449	cl05933	SHR-BD superfamily	 - 	 - 
Pt_Chr0704184	specific	270901	851	1108	8.47807e-108	336.817	cd13999	STKc_MAP3K-like	 - 	cl21453
Pt_Chr0704184	specific	99731	89	184	4.61392e-45	157.382	cd06410	PB1_UP2	 - 	cl02720
Pt_Chr0704185	specific	212121	42	328	1.16835e-143	429.325	cd10810	GH38N_AMII_LAM_like	 - 	cl49606
Pt_Chr0704185	superfamily	178304	41	808	1.78371e-94	322.899	cl26659	PLN02701 superfamily	 - 	 - 
Pt_Chr0704189	specific	460816	19	266	1.96478e-56	184.706	pfam03124	EXS	 - 	cl47793
Pt_Chr0704191	specific	467874	71	134	1.86483e-08	51.2475	cd23509	Gnk2-like	N	cl03296
Pt_Chr0704191	superfamily	470777	212	266	6.53093e-05	41.2323	cl03296	Gnk2-like superfamily	N	 - 
Pt_Chr0704193	specific	467874	44	139	5.5884e-11	58.5663	cd23509	Gnk2-like	 - 	cl03296
Pt_Chr0704193	specific	467874	189	276	3.39042e-06	45.0843	cd23509	Gnk2-like	N	cl03296
Pt_Chr0704194	specific	467874	47	139	4.30272e-10	55.8699	cd23509	Gnk2-like	 - 	cl03296
Pt_Chr0704194	specific	467874	197	274	6.03171e-06	43.9287	cd23509	Gnk2-like	N	cl03296
Pt_Chr0704198	specific	467874	328	428	1.28562e-10	58.5663	cd23509	Gnk2-like	 - 	cl03296
Pt_Chr0704198	specific	467874	189	275	3.13238e-06	45.8547	cd23509	Gnk2-like	N	cl03296
Pt_Chr0704198	specific	467874	482	569	4.71597e-06	45.4695	cd23509	Gnk2-like	N	cl03296
Pt_Chr0704198	specific	467874	73	136	7.38227e-06	44.6991	cd23509	Gnk2-like	N	cl03296
Pt_Chr0704199	superfamily	453885	54	124	5.82456e-14	64.5355	cl38908	BTB_POZ superfamily	N	 - 
Pt_Chr0704199	specific	460222	111	149	7.5731e-10	51.7332	pfam01466	Skp1	C	cl38042
Pt_Chr0704200	superfamily	461974	93	347	3.17235e-15	76.9597	cl05933	SHR-BD superfamily	 - 	 - 
Pt_Chr0704200	superfamily	465310	575	734	5.27613e-10	59.4797	cl25193	VPS13_C superfamily	 - 	 - 
Pt_Chr0704201	specific	270901	851	1127	2.61257e-104	327.958	cd13999	STKc_MAP3K-like	 - 	cl21453
Pt_Chr0704201	specific	99731	89	184	5.22431e-45	157.382	cd06410	PB1_UP2	 - 	cl02720
Pt_Chr0704203	specific	212121	42	306	4.07851e-150	445.118	cd10810	GH38N_AMII_LAM_like	 - 	cl49606
Pt_Chr0704203	superfamily	178304	41	786	1.87211e-99	335.996	cl26659	PLN02701 superfamily	 - 	 - 
Pt_Chr0704204	specific	460816	195	452	2.74002e-80	252.502	pfam03124	EXS	 - 	cl47793
Pt_Chr0704206	specific	467874	63	126	1.24655e-08	51.6327	cd23509	Gnk2-like	N	cl03296
Pt_Chr0704206	superfamily	470777	204	258	4.79117e-05	41.6175	cl03296	Gnk2-like superfamily	N	 - 
Pt_Chr0704208	specific	467874	46	139	1.24528e-08	51.6327	cd23509	Gnk2-like	 - 	cl03296
Pt_Chr0704208	specific	467874	195	272	2.61105e-06	45.0843	cd23509	Gnk2-like	N	cl03296
Pt_Chr0704209	specific	467874	523	623	4.70055e-10	57.0255	cd23509	Gnk2-like	 - 	cl03296
Pt_Chr0704209	specific	467874	351	437	1.25061e-05	44.6991	cd23509	Gnk2-like	N	cl03296
Pt_Chr0704209	specific	467874	71	134	2.05534e-05	43.9287	cd23509	Gnk2-like	N	cl03296
Pt_Chr0704209	specific	467874	677	764	2.15793e-05	43.9287	cd23509	Gnk2-like	N	cl03296
Pt_Chr0704210	specific	270968	357	620	1.85925e-97	300.344	cd14066	STKc_IRAK	 - 	cl21453
Pt_Chr0704210	specific	467874	138	239	2.42907e-26	103.249	cd23509	Gnk2-like	 - 	cl03296
Pt_Chr0704210	specific	460284	34	125	5.51028e-26	102.15	pfam01657	Stress-antifung	 - 	cl03296
Pt_Chr0704211	specific	176261	8	312	0	632.408	cd08301	alcohol_DH_plants	 - 	cl16912
Pt_Chr0704212	specific	459815	36	459	8.40194e-164	468.254	pfam00450	Peptidase_S10	 - 	cl47550
Pt_Chr0704214	superfamily	420019	117	278	5.05697e-10	59.0064	cl23802	Peptidase_C48 superfamily	 - 	 - 
Pt_Chr0704214	superfamily	420019	345	507	2.41335e-08	54.384	cl23802	Peptidase_C48 superfamily	 - 	 - 
Pt_Chr0704216	specific	215409	67	593	0	1001.5	PLN02765	PLN02765	 - 	cl29629
Pt_Chr0704221	specific	380936	456	724	5.57812e-69	226.098	cd10538	SET_SETDB-like	 - 	cl40432
Pt_Chr0704221	specific	431288	57	113	6.74825e-20	83.8363	pfam10440	WIYLD	 - 	cl11091
Pt_Chr0704222	superfamily	453885	54	124	5.82456e-14	64.5355	cl38908	BTB_POZ superfamily	N	 - 
Pt_Chr0704222	specific	460222	111	149	7.5731e-10	51.7332	pfam01466	Skp1	C	cl38042
Pt_Chr0704224	superfamily	453885	58	129	1.12218e-13	63.7651	cl38908	BTB_POZ superfamily	N	 - 
Pt_Chr0704224	specific	460222	116	160	4.58471e-10	52.5036	pfam01466	Skp1	 - 	cl38042
Pt_Chr0704225	superfamily	473864	358	639	8.72456e-70	230.622	cl21453	PKc_like superfamily	 - 	 - 
Pt_Chr0704225	superfamily	464052	31	91	0.0033357	36.4944	cl16494	GUB_WAK_bind superfamily	 - 	 - 
Pt_Chr0704226	specific	319743	72	249	9.54786e-66	203.106	cd16444	LipB	 - 	cl14057
Pt_Chr0704227	superfamily	473864	283	520	2.71671e-48	169.761	cl21453	PKc_like superfamily	 - 	 - 
Pt_Chr0704227	superfamily	463580	55	233	2.78847e-37	138.412	cl13823	USP7_ICP0_bdg superfamily	C	 - 
Pt_Chr0704227	superfamily	473075	554	588	2.92535e-06	44.4152	cl17238	RING_Ubox superfamily	 - 	 - 
Pt_Chr0704229	specific	430842	6	201	8.79572e-60	188.996	pfam09808	SNAPC1	 - 	cl10781
Pt_Chr0704231	superfamily	453885	124	232	7.4629e-07	47.6372	cl38908	BTB_POZ superfamily	 - 	 - 
Pt_Chr0704232	specific	463530	271	482	6.79977e-131	377.827	pfam12315	DA1-like	 - 	cl13714
Pt_Chr0704232	specific	188782	122	174	8.01073e-29	107.724	cd09396	LIM_DA1	 - 	cl02475
Pt_Chr0704232	specific	197845	71	90	0.00449898	34.4242	smart00726	UIM	 - 	cl11736
Pt_Chr0704233	superfamily	471836	143	298	2.71559e-20	86.6408	cl08475	PIG-X superfamily	 - 	 - 
Pt_Chr0704234	superfamily	444056	63	191	4.17532e-09	53.2572	cl34916	FRQ1 superfamily	 - 	 - 
Pt_Chr0704235	specific	238068	70	192	9.02539e-38	137.511	cd00121	MATH	 - 	cl02446
Pt_Chr0704235	superfamily	173412	377	470	0.00498137	41.2799	cl31754	PTZ00121 superfamily	N	 - 
Pt_Chr0704235	superfamily	282904	595	870	0.00568941	40.67	cl37540	Herpes_BLLF1 superfamily	NC	 - 
Pt_Chr0704236	superfamily	459239	15	55	1.81581e-06	44.2339	cl45894	F-box_SF superfamily	 - 	 - 
Pt_Chr0704237	specific	461187	695	1005	7.27427e-76	251.388	pfam04130	GCP_C_terminal	 - 	cl38152
Pt_Chr0704237	superfamily	465456	53	286	6.19892e-09	58.4524	cl40875	GCP_N_terminal superfamily	C	 - 
Pt_Chr0704238	specific	442607	73	429	6.11714e-78	246.328	COG3380	COG3380	 - 	cl34596
Pt_Chr0704240	specific	349880	53	456	7.68659e-163	465.074	cd03884	M20_bAS	 - 	cl14876
Pt_Chr0704241	specific	464167	78	184	2.93808e-52	171.937	pfam14413	Thg1C	 - 	cl16863
Pt_Chr0704241	superfamily	464167	349	449	1.8165e-37	132.646	cl16863	Thg1C superfamily	 - 	 - 
Pt_Chr0704241	specific	461314	1	75	4.38737e-37	132.231	pfam04446	Thg1	N	cl37709
Pt_Chr0704241	specific	461314	212	342	9.79117e-34	123.371	pfam04446	Thg1	 - 	cl37709
Pt_Chr0704242	specific	411889	401	467	2.14235e-32	118.424	cd22461	KH-I_PEPPER_like_rpt3	 - 	cl00098
Pt_Chr0704242	specific	411887	126	194	9.67602e-29	108.466	cd22459	KH-I_PEPPER_rpt1_like	 - 	cl00098
Pt_Chr0704242	specific	411888	220	290	4.89827e-28	106.551	cd22460	KH-I_PEPPER_rpt2_like	 - 	cl00098
Pt_Chr0704243	specific	460808	298	354	2.03562e-36	126.05	pfam03106	WRKY	 - 	cl03892
Pt_Chr0704243	specific	463137	259	294	2.24685e-12	60.815	pfam10533	Plant_zn_clust	 - 	cl11166
Pt_Chr0704244	specific	215513	137	437	0	557.832	PLN02951	PLN02951	 - 	cl47076
Pt_Chr0704247	specific	381399	176	224	3.22491e-18	76.8363	cd11393	bHLH_AtbHLH_like	 - 	cl00081
Pt_Chr0704249	specific	381399	172	223	1.91712e-20	82.9995	cd11393	bHLH_AtbHLH_like	 - 	cl00081
Pt_Chr0704249	superfamily	236090	228	320	0.00199496	39.9693	cl35613	PRK07764 superfamily	NC	 - 
Pt_Chr0704253	specific	439869	71	181	7.20018e-48	151.761	COG0099	RpsM	 - 	cl29922
Pt_Chr0704254	superfamily	473978	236	281	2.45567e-13	64.2543	cl22851	PHD_SF superfamily	 - 	 - 
Pt_Chr0704255	specific	439869	71	181	7.20018e-48	151.761	COG0099	RpsM	 - 	cl29922
Pt_Chr0704257	specific	440225	154	259	7.40545e-11	60.791	COG0457	TPR	C	cl33886
Pt_Chr0704257	superfamily	440430	13	112	7.48675e-09	55.3453	cl34000	ANKYR superfamily	N	 - 
Pt_Chr0704258	specific	440430	22	285	9.59172e-47	162.816	COG0666	ANKYR	 - 	cl34000
Pt_Chr0704258	specific	440225	336	433	4.51413e-09	56.939	COG0457	TPR	NC	cl33886
Pt_Chr0704259	specific	239398	45	264	5.40767e-99	288.786	cd03124	alpha_CA_prokaryotic_like	 - 	cl00012
Pt_Chr0704260	superfamily	215100	34	80	0.000194993	38.7137	cl33424	PLN00198 superfamily	N	 - 
Pt_Chr0704264	specific	440430	7	256	4.88296e-48	164.357	COG0666	ANKYR	 - 	cl34000
Pt_Chr0704264	specific	443815	251	348	3.22125e-10	59.5436	COG4785	NlpI	NC	cl34822
Pt_Chr0704266	specific	466386	73	191	4.17259e-23	93.9021	pfam20235	DUF6592	 - 	cl48402
Pt_Chr0704266	superfamily	463515	347	406	8.84471e-12	61.2212	cl13680	DUF3615 superfamily	N	 - 
Pt_Chr0704270	superfamily	475130	369	471	5.18167e-35	125.996	cl28922	Ubl1_cv_Nsp3_N-like superfamily	 - 	 - 
Pt_Chr0704270	specific	438188	81	123	6.38913e-19	79.9605	cd16525	RING-HC_PCGF	 - 	cl17238
Pt_Chr0704270	superfamily	227547	81	173	0.000492547	42.4264	cl34947	COG5222 superfamily	N	 - 
Pt_Chr0704271	specific	215529	85	392	0	604.426	PLN02978	PLN02978	 - 	cl00192
Pt_Chr0704273	specific	215146	13	684	0	1429.91	PLN02260	PLN02260	 - 	cl33444
Pt_Chr0704276	superfamily	452742	66	444	4.52344e-161	460.863	cl27418	Branch superfamily	 - 	 - 
Pt_Chr0704277	superfamily	443914	211	383	6.8078e-07	51.8582	cl34836	LRR superfamily	NC	 - 
Pt_Chr0704277	superfamily	459239	127	167	1.19607e-05	42.6931	cl45894	F-box_SF superfamily	 - 	 - 
Pt_Chr0704277	superfamily	187754	348	530	0.00314971	39.618	cl39120	AMN1 superfamily	 - 	 - 
Pt_Chr0704278	superfamily	450170	99	283	5.30728e-31	115.415	cl17190	NK superfamily	 - 	 - 
Pt_Chr0704278	superfamily	236148	41	113	0.00793856	37.6242	cl35639	PRK08074 superfamily	NC	 - 
Pt_Chr0704279	superfamily	477360	126	250	4.72287e-36	125.324	cl40454	CYCLIN_SF superfamily	 - 	 - 
Pt_Chr0704281	specific	335237	92	603	0	912.458	pfam03141	Methyltransf_29	 - 	cl28725
Pt_Chr0704286	superfamily	443914	211	383	7.17453e-07	51.8582	cl34836	LRR superfamily	NC	 - 
Pt_Chr0704286	superfamily	459239	127	167	1.21979e-05	42.6931	cl45894	F-box_SF superfamily	 - 	 - 
Pt_Chr0704286	superfamily	187754	348	530	0.00388006	39.2328	cl39120	AMN1 superfamily	 - 	 - 
Pt_Chr0704287	superfamily	450170	99	283	5.36355e-31	115.415	cl17190	NK superfamily	 - 	 - 
Pt_Chr0704288	superfamily	477360	126	250	3.20959e-36	125.709	cl40454	CYCLIN_SF superfamily	 - 	 - 
Pt_Chr0704291	specific	335237	92	586	0	858.145	pfam03141	Methyltransf_29	 - 	cl28725
Pt_Chr0704298	superfamily	459239	17	52	2.94818e-05	40.9081	cl45894	F-box_SF superfamily	 - 	 - 
Pt_Chr0704299	specific	462397	12	446	6.54858e-162	466.257	pfam08216	CTNNBL	 - 	cl07010
Pt_Chr0704300	specific	460529	9	251	8.47366e-105	301.877	pfam02309	AUX_IAA	 - 	cl03528
Pt_Chr0704301	superfamily	460529	20	214	5.35052e-64	196.717	cl03528	AUX_IAA superfamily	 - 	 - 
Pt_Chr0704302	specific	238875	82	387	2.6435e-131	379.267	cd01837	SGNH_plant_lipase_like	 - 	cl01053
Pt_Chr0704303	specific	349589	147	257	2.10328e-47	155.565	cd18280	BTB_POZ_BPM_plant	 - 	cl38908
Pt_Chr0704303	superfamily	475122	263	322	2.50591e-11	58.5105	cl28903	BACK superfamily	 - 	 - 
Pt_Chr0704303	specific	238068	31	131	8.19124e-11	58.9298	cd00121	MATH	 - 	cl02446
Pt_Chr0704304	superfamily	395745	171	416	1.42469e-23	100.917	cl26397	NB-ARC superfamily	 - 	 - 
Pt_Chr0704304	specific	271353	2	130	2.49298e-21	90.3739	cd14798	RX-CC_like	 - 	cl36576
Pt_Chr0704304	specific	443914	646	899	3.50629e-14	75.7406	COG4886	LRR	N	cl34836
Pt_Chr0704306	specific	403631	237	344	4.02762e-25	98.3354	pfam12498	bZIP_C	 - 	cl13879
Pt_Chr0704306	specific	269850	171	221	2.12834e-17	75.2629	cd14702	bZIP_plant_GBF1	 - 	cl21462
Pt_Chr0704307	superfamily	440040	441	541	1.92126e-08	55.5852	cl43082	Dcm superfamily	C	 - 
Pt_Chr0704307	superfamily	473871	128	162	1.18575e-07	47.8236	cl21463	UBA_like_SF superfamily	 - 	 - 
Pt_Chr0704309	superfamily	470749	102	138	1.01613e-11	59.4617	cl03141	Ribosomal_S7e superfamily	NC	 - 
Pt_Chr0704310	superfamily	237603	37	138	0.00351091	42.2363	cl47112	PRK14083 superfamily	C	 - 
Pt_Chr0704311	specific	335237	92	603	0	910.917	pfam03141	Methyltransf_29	 - 	cl28725
Pt_Chr0704313	specific	399016	20	294	2.29434e-81	252.316	pfam05703	Auxin_canalis	 - 	cl05327
Pt_Chr0704313	specific	430008	357	462	1.28857e-43	148.941	pfam08458	PH_2	 - 	cl07176
Pt_Chr0704314	superfamily	472831	237	504	5.43249e-14	71.9161	cl15705	Glyco_transf_61 superfamily	 - 	 - 
Pt_Chr0704314	superfamily	223003	83	160	0.000856281	41.88	cl27451	PHA03169 superfamily	NC	 - 
Pt_Chr0704315	superfamily	404128	302	326	0.00145434	37.6063	cl16148	DUF4005 superfamily	NC	 - 
Pt_Chr0704315	specific	467745	120	142	0.00220578	35.5965	cd23767	IQCD	C	cl49618
Pt_Chr0704316	superfamily	466577	264	667	2.35688e-132	399.901	cl48583	Sey1_3HB superfamily	 - 	 - 
Pt_Chr0704316	superfamily	461768	49	231	9.95213e-99	305.917	cl46411	RHD3_GTPase superfamily	 - 	 - 
Pt_Chr0704317	specific	459815	44	472	5.77709e-140	407.778	pfam00450	Peptidase_S10	 - 	cl47550
Pt_Chr0704318	superfamily	395745	169	410	1.14944e-33	129.807	cl26397	NB-ARC superfamily	 - 	 - 
Pt_Chr0704318	specific	436239	12	112	3.08261e-24	97.3417	pfam18052	Rx_N	 - 	cl36576
Pt_Chr0704318	superfamily	443914	526	692	0.000518903	43.3838	cl34836	LRR superfamily	NC	 - 
Pt_Chr0704319	specific	270855	3	258	2.42098e-134	391.826	cd08215	STKc_Nek	 - 	cl21453
Pt_Chr0704320	specific	443815	13	113	7.90689e-20	86.1224	COG4785	NlpI	NC	cl34822
Pt_Chr0704322	specific	429647	15	88	2.54116e-39	140.495	pfam07765	KIP1	 - 	cl06684
Pt_Chr0704322	superfamily	274008	157	886	2.21951e-18	92.0418	cl37069	SMC_prok_B superfamily	NC	 - 
Pt_Chr0704322	superfamily	443969	803	981	1.96029e-05	48.6067	cl34844	EnvC superfamily	C	 - 
Pt_Chr0704323	specific	461001	170	205	4.35801e-14	65.701	pfam03638	TCR	 - 	cl04191
Pt_Chr0704323	specific	461001	95	132	1.02412e-13	64.9306	pfam03638	TCR	 - 	cl04191
Pt_Chr0704324	specific	460934	1	113	1.10156e-42	136.178	pfam03469	XH	 - 	cl04094
